是否看过,日期,评星,赞成数,评论内容
看过,2017-08-06 20:20:37,很差,70," 全程尴尬，导演做了个自带特效的流水账PPT，赶场赶的很是焦急。自动代入震岳脸：我觉得这片不行。本片可以又名：三生三尬，十里爆炸。感觉刘亦菲得罪了道具师，造型完全Tony总监做的杀马特风。
        "
看过,2017-08-06 00:53:19,较差,50," 刘亦菲一定在和杨洋比谁说话更小声。单看这个剧来讲，刘亦菲比杨幂演得差很多，没有上神的气场，特别是说话不讨巧。杨洋除了帅，少了帝君的威慑力，还挺怀念赵又廷，当然颜值可以挽救一切。没看过电视剧或者书的会觉得剪辑很乱不明所以吧，跳诛仙台一段加星，结尾仓促。
        "
看过,2017-08-04 07:06:26,很差,344," 好歹是个大IP ，失望😔
        "
看过,2017-08-07 16:28:45,很差,116," ……我为什么要去看呢？说特效好的，这也就是电脑游戏宣传片的档次，演员全程尬演，配音也出戏，剧情更是莫名其妙。所以我为什么要去看呢？
        "
看过,2017-08-05 18:55:00,很差,153," 杨幂的演技终得以证明还是有一点的。
        "
看过,2017-08-03 21:02:30,很差,871," 《三生三世十里桃花》是一部只能用“美”来形容的电影，因为除了那刻意浮夸的特效和服饰营造了其所谓的视觉之美外，电影再没有什么东西能让人产生何般感触，极其糟糕的剧情，苍白空洞的人物，难见真挚的演技，都使电影所预想的虐恋给人带来的仅只是尴尬。
        "
看过,2017-08-03 23:59:26,很差,382," 扑街
        "
看过,2017-08-03 17:16:24,较差,382," 对小说和剧版都烂熟于心了，再看就只冲美颜了。但如果说赵又廷凭借整容式演技将夜华从秀发“无天”的可怕造型中拯救出来，那杨洋和刘亦菲就是用尬表情、尬台词把自己的倾世美颜给毁了，这难道就是传说中的“毁容式演技”？
        "
看过,2017-08-03 16:43:41,很差,429,
看过,2017-08-03 16:04:42,很差,1081," 三生三世十分闹心……杨洋的颜值我可以给五星的，但是剧情真的是一星都多…难看到想失忆…所以像我这种只舔屏忽略剧情的不受影响，如果纠结剧情的还是别看了，虽然很爱天仙但终究还是抵不过岁月啊……而且可能还需要瘦瘦了……
        "
看过,2017-08-03 09:33:16,还行,704," 电影特效很棒，杨洋刘亦菲古装造型很好啊，已经超出我的预期值了
        "
看过,2017-08-07 10:22:26,很差,136," 给杨洋的蛆粉增加点拉分难度
        "
看过,2017-08-05 21:21:53,None,82," 讲真的，看完了很心疼刘亦菲的电影资源。
        "
看过,2017-08-03 20:36:06,推荐,381," 梳头的场景，镜中倒影，让人想到当年的宝玉，七年了，我还是一直喜欢少年气质，文质腼腆的类型啊。两人都好，都美，哭了一把。结局就是有点仓促。
        "
看过,2017-08-03 22:53:17,较差,252," 时而类似网游，时而媲美好莱坞，特效好坏参半！原配害二奶虐恋，居然能一天票房就秒杀《绣春刀2》，谁说口碑管用？超级IP效应+明星热度+光线、阿里、儒意大公司营销力度，都注定阻碍品质与票房成正比！你说这是噩梦？但值得深思内在问题所在，这不是你随便打一星就能解决的
        "
看过,2017-08-04 23:59:50,很差,206," 杨洋示范了自恋多讨厌，刘亦菲说明了衰老有多可怜。
        "
看过,2017-08-05 10:52:13,很差,181," 这部惊悚片描绘了东皇钟毁天灭地以后的世界。只着玄衣的太子金晃晃的，一身简素的素素穿成了枝形吊灯。无米可炊的大厨只能拉面......所有神仙以及凡人还有颜值，但没有灵魂没有心。怒得去给电视剧版加了一星。
        "
看过,2017-08-05 15:56:18,很差,135," 我实在不知道怎么评价，毕竟从电影院出来我已经把自己眼珠子抠掉了
        "
看过,2017-10-21 10:50:42,较差,1," 非常期待，希望电影可以拍的更加美丽
剪的成碎片了，删掉了很多人和事
        "
看过,2017-08-03 21:54:38,很差,130," 一味追求华丽，却不把细节做好，烂特效。一味追求IP却不把剧本做好，烂故事。一味追求煽情，却毫无情感可依，烂音乐。一味追求造型，却不把基本吐字和情绪演好，烂表演。这部电影，只是中国电影人的极致缩影罢了，过度责怪不得。
        "
